#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
CCND2	CDKN1B	1844875	1843169	ENSP00000261254	ENSP00000228872	0.000	0.000	0.000	0.000	0.000	0.739	0.800	0.951	0.997
UBC	TRIP12	1852861	1846877	ENSP00000344818	ENSP00000283943	0.000	0.000	0.000	0.000	0.000	0.997	0.000	0.202	0.998
EZH2	EGR1	1850211	1843543	ENSP00000320147	ENSP00000239938	0.000	0.000	0.000	0.000	0.073	0.327	0.000	0.291	0.519
E2F2	CDKN1A	1854335	1843736	ENSP00000355249	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.500	0.947
KAT5	EZH2	1852315	1850211	ENSP00000340330	ENSP00000320147	0.000	0.000	0.000	0.000	0.063	0.101	0.000	0.406	0.456
ETS2	EGR1	1853968	1843543	ENSP00000353344	ENSP00000239938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.477	0.477
MDM2	E2F1	1861282	1852951	ENSP00000417281	ENSP00000345571	0.000	0.000	0.000	0.000	0.000	0.812	0.900	0.254	0.984
ETS2	E2F1	1853968	1852951	ENSP00000353344	ENSP00000345571	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.168	0.913
RNF2	KDM6B	1854609	1844330	ENSP00000356480	ENSP00000254846	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.367	0.934
EGR1	CDKN1B	1843543	1843169	ENSP00000239938	ENSP00000228872	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.450
NPM1	CDK6	1847808	1845799	ENSP00000296930	ENSP00000265734	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.853	0.853
E2F2	SUZ12	1854335	1849881	ENSP00000355249	ENSP00000316578	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.121	0.908
SMAD3	CTCF	1851536	1845456	ENSP00000332973	ENSP00000264010	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.824	0.965
MYC	CTCF	1856789	1845456	ENSP00000367207	ENSP00000264010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.895	0.989
SP1	MYCN	1851138	1846701	ENSP00000329357	ENSP00000281043	0.000	0.000	0.000	0.000	0.000	0.912	0.000	0.168	0.924
ABL1	CDK6	1855665	1845799	ENSP00000361423	ENSP00000265734	0.000	0.000	0.000	0.660	0.000	0.107	0.900	0.896	0.935
CDK2	EGR1	1845906	1843543	ENSP00000266970	ENSP00000239938	0.000	0.000	0.000	0.000	0.000	0.098	0.000	0.484	0.515
PEX19	UBC	1854721	1852861	ENSP00000357051	ENSP00000344818	0.000	0.000	0.000	0.000	0.000	0.946	0.000	0.000	0.947
CCND3	RB1	1855798	1845924	ENSP00000362082	ENSP00000267163	0.000	0.000	0.000	0.000	0.000	0.949	0.900	0.766	0.998
RB1	E2F3	1845924	1845241	ENSP00000267163	ENSP00000262904	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.895	0.999
SMAD4	TWIST1	1852473	1843619	ENSP00000341551	ENSP00000242261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.873	0.873
CDK4	CDKN1A	1844551	1843736	ENSP00000257904	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.974	0.999
E2F2	EED	1854335	1845338	ENSP00000355249	ENSP00000263360	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NPM1	RB1	1847808	1845924	ENSP00000296930	ENSP00000267163	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.213	0.845
E2F1	CDKN1B	1852951	1843169	ENSP00000345571	ENSP00000228872	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.280	0.924
CDK1	CCND3	1858283	1855798	ENSP00000378699	ENSP00000362082	0.000	0.000	0.000	0.000	0.000	0.360	0.000	0.874	0.916
CDKN2A	CDKN1B	1859838	1843169	ENSP00000394932	ENSP00000228872	0.000	0.000	0.000	0.000	0.000	0.567	0.900	0.836	0.992
SMAD4	BCL2L1	1852473	1848421	ENSP00000341551	ENSP00000302564	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.419
CDK2	MAPK14	1845906	1843222	ENSP00000266970	ENSP00000229794	0.000	0.000	0.453	0.875	0.000	0.364	0.000	0.646	0.445
SUZ12	CTCF	1849881	1845456	ENSP00000316578	ENSP00000264010	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.891	0.978
UBC	CDKN1A	1852861	1843736	ENSP00000344818	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.200	0.999
CDK1	E2F3	1858283	1845241	ENSP00000378699	ENSP00000262904	0.000	0.000	0.000	0.000	0.000	0.285	0.900	0.792	0.983
EZH2	CCND1	1850211	1843117	ENSP00000320147	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.895	0.895
CDK6	E2F3	1845799	1845241	ENSP00000265734	ENSP00000262904	0.000	0.000	0.000	0.000	0.000	0.244	0.900	0.804	0.983
CCND3	CDK2	1855798	1845906	ENSP00000362082	ENSP00000266970	0.000	0.000	0.000	0.000	0.000	0.872	0.720	0.986	0.999
SMAD3	MAPK14	1851536	1843222	ENSP00000332973	ENSP00000229794	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.937	0.972
BCL2L1	CCND2	1848421	1844875	ENSP00000302564	ENSP00000261254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.588	0.588
TWIST1	CCND1	1843619	1843117	ENSP00000242261	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
CDKN2A	PIK3CA	1859838	1845446	ENSP00000394932	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.105	0.900	0.605	0.961
ETS1	SMAD3	1858032	1851536	ENSP00000376436	ENSP00000332973	0.000	0.000	0.000	0.000	0.000	0.860	0.000	0.407	0.913
CDK1	TP53	1858283	1846083	ENSP00000378699	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.914	0.000	0.970	0.997
CCND2	CDKN1A	1844875	1843736	ENSP00000261254	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.998	0.900	0.734	0.999
E2F2	CCND2	1854335	1844875	ENSP00000355249	ENSP00000261254	0.000	0.000	0.000	0.000	0.000	0.184	0.900	0.690	0.972
ABL1	CDKN1B	1855665	1843169	ENSP00000361423	ENSP00000228872	0.000	0.000	0.000	0.000	0.000	0.570	0.000	0.878	0.945
SMAD4	CCND2	1852473	1844875	ENSP00000341551	ENSP00000261254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.405	0.405
TOP1	BCL2L1	1854138	1848421	ENSP00000354522	ENSP00000302564	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
ETS2	TP53	1853968	1846083	ENSP00000353344	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.895	0.953
HDAC9	CDK1	1860731	1858283	ENSP00000408617	ENSP00000378699	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.462	0.496
CDKN2A	MAPK14	1859838	1843222	ENSP00000394932	ENSP00000229794	0.000	0.000	0.000	0.000	0.000	0.149	0.900	0.388	0.943
CDK2	CDKN1B	1845906	1843169	ENSP00000266970	ENSP00000228872	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.993	0.999
MYCN	CCND1	1846701	1843117	ENSP00000281043	ENSP00000227507	0.000	0.000	0.000	0.000	0.157	0.000	0.000	0.912	0.923
TP53	CDK6	1846083	1845799	ENSP00000269305	ENSP00000265734	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.894	0.894
CDK6	CDK4	1845799	1844551	ENSP00000265734	ENSP00000257904	0.000	0.000	0.526	0.977	0.000	0.842	0.900	0.987	0.984
MYCN	E2F3	1846701	1845241	ENSP00000281043	ENSP00000262904	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
TRIP12	EED	1846877	1845338	ENSP00000283943	ENSP00000263360	0.000	0.000	0.000	0.000	0.070	0.321	0.000	0.231	0.472
EZH2	SUZ12	1850211	1849881	ENSP00000320147	ENSP00000316578	0.000	0.000	0.000	0.000	0.096	0.999	0.900	0.988	0.999
NPM1	CCND1	1847808	1843117	ENSP00000296930	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
TP53	CDKN2C	1846083	1845196	ENSP00000269305	ENSP00000262662	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.633	0.633
BCL2L1	CCND1	1848421	1843117	ENSP00000302564	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.821	0.821
UCHL1	CDK4	1846906	1844551	ENSP00000284440	ENSP00000257904	0.000	0.000	0.000	0.000	0.000	0.569	0.000	0.094	0.592
BCL2L1	CDK2	1848421	1845906	ENSP00000302564	ENSP00000266970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.744	0.745
MYCN	CDKN1A	1846701	1843736	ENSP00000281043	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
CTCF	EED	1845456	1845338	ENSP00000264010	ENSP00000263360	0.000	0.000	0.000	0.000	0.000	0.321	0.000	0.319	0.518
CCND3	CDKN1A	1855798	1843736	ENSP00000362082	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.999	0.800	0.736	0.999
SP1	KDM6B	1851138	1844330	ENSP00000329357	ENSP00000254846	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.383	0.423
CDK2	CDK6	1845906	1845799	ENSP00000266970	ENSP00000265734	0.000	0.000	0.524	0.938	0.000	0.919	0.900	0.954	0.992
SP1	CDK2	1851138	1845906	ENSP00000329357	ENSP00000266970	0.000	0.000	0.000	0.000	0.000	0.601	0.000	0.879	0.950
RB1	CDKN2C	1845924	1845196	ENSP00000267163	ENSP00000262662	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.563
EGR1	MAPK14	1843543	1843222	ENSP00000239938	ENSP00000229794	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.812	0.833
SP1	MAPK14	1851138	1843222	ENSP00000329357	ENSP00000229794	0.000	0.000	0.000	0.000	0.000	0.623	0.900	0.289	0.970
E2F1	CDKN2C	1852951	1845196	ENSP00000345571	ENSP00000262662	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.207	0.963
ABL1	WRN	1855665	1847932	ENSP00000361423	ENSP00000298139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.840	0.840
MYC	CDKN1A	1856789	1843736	ENSP00000367207	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.963	0.996
BCL2L1	MAPK14	1848421	1843222	ENSP00000302564	ENSP00000229794	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.835	0.835
SMAD4	CCND1	1852473	1843117	ENSP00000341551	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.912	0.990
ABL1	PIK3CA	1855665	1845446	ENSP00000361423	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.767	0.779
RNF2	EZH2	1854609	1850211	ENSP00000356480	ENSP00000320147	0.000	0.000	0.000	0.000	0.000	0.341	0.900	0.868	0.990
TP53	KDM6B	1846083	1844330	ENSP00000269305	ENSP00000254846	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.858	0.858
CDKN2A	SMAD3	1859838	1851536	ENSP00000394932	ENSP00000332973	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.635	0.962
HDAC9	CDKN2A	1860731	1859838	ENSP00000408617	ENSP00000394932	0.000	0.000	0.000	0.000	0.000	0.102	0.000	0.917	0.922
MDM2	MYCN	1861282	1846701	ENSP00000417281	ENSP00000281043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.501	0.501
MYCN	TWIST1	1846701	1843619	ENSP00000281043	ENSP00000242261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.408	0.408
E2F2	MYCN	1854335	1846701	ENSP00000355249	ENSP00000281043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.488	0.487
E2F3	CDK4	1845241	1844551	ENSP00000262904	ENSP00000257904	0.000	0.000	0.000	0.000	0.000	0.244	0.900	0.810	0.984
UBC	CCND2	1852861	1844875	ENSP00000344818	ENSP00000261254	0.000	0.000	0.000	0.000	0.000	0.829	0.000	0.101	0.840
CDK2	CDKN2C	1845906	1845196	ENSP00000266970	ENSP00000262662	0.000	0.000	0.000	0.000	0.094	0.149	0.000	0.819	0.848
CCND3	PIK3CA	1855798	1845446	ENSP00000362082	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.360	0.933
EIF2C1	MAPK14	1855852	1843222	ENSP00000362300	ENSP00000229794	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.061	0.902
CDKN2A	BMI1	1859838	1856537	ENSP00000394932	ENSP00000365851	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.942	0.994
ABL1	MYCN	1855665	1846701	ENSP00000361423	ENSP00000281043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.410	0.410
UBC	CDKN2C	1852861	1845196	ENSP00000344818	ENSP00000262662	0.000	0.000	0.000	0.000	0.000	0.541	0.000	0.102	0.571
MDM2	KAT5	1861282	1852315	ENSP00000417281	ENSP00000340330	0.000	0.000	0.000	0.000	0.000	0.963	0.900	0.380	0.997
BMI1	CTCF	1856537	1845456	ENSP00000365851	ENSP00000264010	0.000	0.000	0.000	0.000	0.000	0.321	0.000	0.243	0.464
SP1	CCND1	1851138	1843117	ENSP00000329357	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.506	0.781
SMAD3	CDK2	1851536	1845906	ENSP00000332973	ENSP00000266970	0.000	0.000	0.000	0.000	0.000	0.857	0.900	0.955	0.999
WRN	PIK3CA	1847932	1845446	ENSP00000298139	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.304	0.000	0.269	0.469
ETS1	CCND1	1858032	1843117	ENSP00000376436	ENSP00000227507	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.413	0.938
CCND3	UBC	1855798	1852861	ENSP00000362082	ENSP00000344818	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.092	0.590
UBC	KDM6B	1852861	1844330	ENSP00000344818	ENSP00000254846	0.000	0.000	0.000	0.000	0.000	0.585	0.000	0.000	0.585
HDAC9	BMI1	1860731	1856537	ENSP00000408617	ENSP00000365851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.418
ETS2	SP1	1853968	1851138	ENSP00000353344	ENSP00000329357	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.303	0.927
MDM2	EGR1	1861282	1843543	ENSP00000417281	ENSP00000239938	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.240	0.663
EZH2	RB1	1850211	1845924	ENSP00000320147	ENSP00000267163	0.000	0.000	0.000	0.000	0.000	0.099	0.000	0.608	0.631
E2F1	CCND2	1852951	1844875	ENSP00000345571	ENSP00000261254	0.000	0.000	0.000	0.000	0.000	0.184	0.900	0.565	0.961
CDK1	CDKN1B	1858283	1843169	ENSP00000378699	ENSP00000228872	0.000	0.000	0.000	0.000	0.000	0.896	0.000	0.967	0.996
TP53	CDKN1B	1846083	1843169	ENSP00000269305	ENSP00000228872	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.832	0.832
MDM2	TP53	1861282	1846083	ENSP00000417281	ENSP00000269305	0.000	0.000	0.000	0.000	0.167	0.999	0.900	0.981	0.999
WRN	CDK2	1847932	1845906	ENSP00000298139	ENSP00000266970	0.000	0.000	0.000	0.000	0.082	0.259	0.000	0.358	0.525
CDK1	UCHL1	1858283	1846906	ENSP00000378699	ENSP00000284440	0.000	0.000	0.000	0.000	0.000	0.569	0.000	0.061	0.577
SMAD3	CDKN1B	1851536	1843169	ENSP00000332973	ENSP00000228872	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.521	0.950
BMI1	CDKN1A	1856537	1843736	ENSP00000365851	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.531	0.531
ING1	UBC	1856375	1852861	ENSP00000364929	ENSP00000344818	0.000	0.000	0.000	0.000	0.000	0.866	0.000	0.052	0.868
SP1	E2F3	1851138	1845241	ENSP00000329357	ENSP00000262904	0.000	0.000	0.000	0.000	0.000	0.613	0.900	0.196	0.966
