#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
DHCR7	STS	1853204	1842680	ENSP00000347717	ENSP00000217961	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CEL	CYP46A1	1855614	1845001	ENSP00000361151	ENSP00000261835	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CH25H	CYP46A1	1855563	1845001	ENSP00000360918	ENSP00000261835	0.000	0.000	0.000	0.000	0.000	0.315	0.900	0.000	0.928
CYP7A1	CYP27A1	1848316	1844601	ENSP00000301645	ENSP00000258415	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CH25H	CYP27A1	1855563	1844601	ENSP00000360918	ENSP00000258415	0.000	0.000	0.000	0.000	0.000	0.141	0.900	0.000	0.910
DHCR24	DHCR7	1855451	1853204	ENSP00000360316	ENSP00000347717	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
DHCR7	CYP27A1	1853204	1844601	ENSP00000347717	ENSP00000258415	0.000	0.000	0.000	0.000	0.000	0.165	0.800	0.000	0.825
STS	SULT2B1	1842680	1842398	ENSP00000217961	ENSP00000201586	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
DHCR7	CYP7A1	1853204	1848316	ENSP00000347717	ENSP00000301645	0.000	0.000	0.000	0.000	0.000	0.361	0.800	0.000	0.866
CEL	DHCR24	1855614	1855451	ENSP00000361151	ENSP00000360316	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CYP46A1	CYP27A1	1845001	1844601	ENSP00000261835	ENSP00000258415	0.000	0.000	0.000	0.659	0.000	0.000	0.900	0.000	0.899
CEL	CYP11A1	1855614	1845987	ENSP00000361151	ENSP00000268053	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
DHCR24	CYP46A1	1855451	1845001	ENSP00000360316	ENSP00000261835	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CEL	CH25H	1855614	1855563	ENSP00000361151	ENSP00000360918	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
DHCR24	CYP7A1	1855451	1848316	ENSP00000360316	ENSP00000301645	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
DHCR24	CYP27A1	1855451	1844601	ENSP00000360316	ENSP00000258415	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
DHCR24	SULT2B1	1855451	1842398	ENSP00000360316	ENSP00000201586	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
LIPA	CYP11A1	1851986	1845987	ENSP00000337354	ENSP00000268053	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CEL	CYP27A1	1855614	1844601	ENSP00000361151	ENSP00000258415	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CYP7A1	SULT2B1	1848316	1842398	ENSP00000301645	ENSP00000201586	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CEL	LIPA	1855614	1851986	ENSP00000361151	ENSP00000337354	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
DHCR7	CYP46A1	1853204	1845001	ENSP00000347717	ENSP00000261835	0.000	0.000	0.000	0.000	0.000	0.283	0.800	0.000	0.850
CYP7A1	STS	1848316	1842680	ENSP00000301645	ENSP00000217961	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DHCR7	SULT2B1	1853204	1842398	ENSP00000347717	ENSP00000201586	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CEL	DHCR7	1855614	1853204	ENSP00000361151	ENSP00000347717	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DHCR24	STS	1855451	1842680	ENSP00000360316	ENSP00000217961	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
